,コード,株数,純資産比率
407,6417,1322200.0,0.0003092512762399
408,3116,2377400.0,0.0003089846212497
409,6592,1417800.0,0.0003085888856585
410,8136,1805100.0,0.0003085592635717
411,1417,2675400.0,0.0003049398043002
412,4686,854100.0,0.0003024504997753
413,7984,2853800.0,0.0003021035035401
414,7732,2877300.0,0.0003020754178297
415,4483,751600.0,0.0002999508902866
416,9744,694000.0,0.0002999356514311
417,8385,7586800.0,0.0002989857710964
418,8418,6696700.0,0.0002982036118541
419,8905,3026100.0,0.0002978530244952
420,4206,1583800.0,0.0002972400602674
421,3107,2807000.0,0.0002964480145054
422,1893,7426900.0,0.0002954673754151
423,8279,684200.0,0.0002922817488736
424,7180,11738300.0,0.0002917768306298
425,5105,3123400.0,0.0002908491340717
426,1332,8112800.0,0.0002908340076339
427,4980,1592800.0,0.0002874892537152
428,9627,785300.0,0.0002864250320005
429,8086,4452200.0,0.0002852886880302
430,5991,5410200.0,0.0002845037120978
431,8919,1494200.0,0.0002841571280612
432,7729,1007700.0,0.0002838378615468
433,4023,461200.0,0.0002819905250387
434,6136,2763900.0,0.0002817117788909
435,5444,1070400.0,0.0002807746642205
436,8382,4699600.0,0.0002805958949578
437,6727,4746100.0,0.0002804080947996
438,3923,2754200.0,0.0002781429263598
439,1820,1161800.0,0.0002775398424064
440,9783,1948700.0,0.0002772434091935
441,4544,1527900.0,0.0002771111933854
442,6674,1939800.0,0.0002746445597809
443,2379,1028300.0,0.000273584797305
444,4506,3779700.0,0.0002731198186027
445,8439,1091100.0,0.0002729163798812
446,8410,17923800.0,0.0002720187800628
447,2427,3349300.0,0.000271304221383
448,9759,1880800.0,0.0002711071342665
449,3880,2783200.0,0.0002695992869835
450,2531,3920700.0,0.0002683716847521
451,9749,619000.0,0.0002679084485254
452,4819,992300.0,0.000267725207533
453,9003,1911400.0,0.0002668035690445
454,2412,2127400.0,0.0002646677435138
455,8060,1494200.0,0.0002638135307156
456,9031,1620900.0,0.0002638111574512
457,1377,960900.0,0.0002625540830233
458,2492,6407300.0,0.0002621071598666
459,2432,2226400.0,0.0002619670186046
460,5803,6745000.0,0.0002615990002433
461,4552,1724700.0,0.0002615319617698
462,8424,594600.0,0.0002610614558596
463,9303,1908100.0,0.0002602653130937
464,3765,1559400.0,0.0002594503590849
465,7616,2476500.0,0.0002573677821125
466,8803,1009100.0,0.0002568173409105
467,4919,755000.0,0.0002560408775027
468,3941,5321600.0,0.0002559148446729
469,1959,1391300.0,0.0002558121197975
470,3360,1867400.0,0.0002542473141692
471,7458,1143800.0,0.0002535951660974
472,8334,10788700.0,0.0002513277680381
473,9934,1572200.0,0.000251171788359
474,6436,1602000.0,0.0002510300420207
475,8283,845200.0,0.0002504714505292
476,9507,5369000.0,0.0002501466880341
477,8572,11905100.0,0.0002490808737341
478,3050,3718400.0,0.0002480218169921
479,4927,2611900.0,0.0002456654277638
480,5232,1085000.0,0.0002453018561505
481,2222,571600.0,0.0002452513930551
482,3048,3574400.0,0.0002446674700889
483,8570,3283000.0,0.0002446097997643
484,4203,910900.0,0.0002443410275725
485,9076,3682800.0,0.0002442672128046
486,3132,1437000.0,0.0002442012235638
487,5801,1835000.0,0.0002429598189263
488,8129,1834100.0,0.0002420388237174
489,6755,1661200.0,0.000240179227425
490,8515,10127600.0,0.0002352946246267
491,9072,1901600.0,0.0002339633981775
492,1973,1985800.0,0.0002294403309814
493,8078,1152800.0,0.0002293115501613
494,4665,1324200.0,0.0002291672931591
495,4521,931100.0,0.0002288250621891
496,1719,4012700.0,0.0002265518683683
497,8595,2305700.0,0.0002265134776942
498,2327,926900.0,0.0002257667675273
499,7282,1894500.0,0.0002249257888008
500,7004,5066700.0,0.0002230883200762
501,6055,1797900.0,0.0002217660995409
502,3397,1498900.0,0.0002207389569595
503,7730,2369900.0,0.0002206836661447
504,2317,8565900.0,0.0002198757569838
505,7313,2583800.0,0.0002197852419292
506,5471,935600.0,0.0002164915506674
507,6323,301600.0,0.0002164282219809
508,3105,3532700.0,0.0002151165874538
509,8278,1539900.0,0.0002131202911328
510,9375,1094300.0,0.0002122074024953
511,4045,3171600.0,0.0002117476699564
512,4974,1601400.0,0.0002096300935797
513,9746,982000.0,0.0002094424558027
514,7762,6768800.0,0.0002084112349539
515,3549,579200.0,0.0002083596226989
516,6412,1706600.0,0.0002081596314562
517,7947,1124700.0,0.0002070745375058
518,1833,1080200.0,0.0002064372785452
519,4043,1871900.0,0.0002026020021049
520,5344,211500.0,0.0002022311670535
521,2730,2766300.0,0.0002021378602905
522,5393,1374400.0,0.0002009449451917
523,9075,883000.0,0.0002007356982179
524,9605,187100.0,0.0002004012553023
525,6457,1531600.0,0.0002003973206797
526,7516,856600.0,0.0002003514167502
527,9682,1118800.0,0.0001990707408325
528,6544,1854800.0,0.0001985502464798
529,8377,3588400.0,0.0001972177709441
530,7867,2526500.0,0.0001953450779796
531,6103,662700.0,0.0001932842101309
532,4812,825700.0,0.0001923506428662
533,7966,1262400.0,0.0001907984655026
534,7240,2741300.0,0.0001902099146709
535,2121,1337600.0,0.0001874613060299
536,4849,975900.0,0.0001871139725414
537,8698,4973300.0,0.0001857412514381
538,1333,1233900.0,0.000184641493212
539,8020,2194200.0,0.0001844521816591
540,3543,1315600.0,0.0001838850713974
541,8273,1044000.0,0.0001827620926529
542,6407,1720300.0,0.0001826483008709
543,2815,561000.0,0.0001825421285167
544,6588,656900.0,0.0001815411418071
545,8341,1796200.0,0.0001811714434245
546,6395,3116700.0,0.0001798578915496
547,2001,1697300.0,0.0001791462994503
548,9010,695300.0,0.0001791260330215
549,2154,1906200.0,0.0001784566038376
550,1979,888700.0,0.0001781651419891
551,6013,1944900.0,0.0001769780288972
552,3387,3486800.0,0.0001768257839867
553,8114,1120600.0,0.0001767854384922
554,3191,1811500.0,0.0001763790419476
555,9603,1270500.0,0.0001759943545267
556,9505,5461700.0,0.0001756699979847
557,3863,2724100.0,0.0001755760479422
558,5384,490700.0,0.0001749905885996
559,8370,1960600.0,0.0001749781227161
560,1969,1645900.0,0.0001746462841459
561,7189,3552300.0,0.0001737136412051
562,2270,1433900.0,0.0001735542140472
563,4985,503300.0,0.0001728829424607
564,4626,882800.0,0.0001717445250068
565,4534,737600.0,0.0001704453501177
566,3632,2731900.0,0.0001701071162245
567,7839,561300.0,0.0001691433335569
568,2931,3141200.0,0.0001691084777975
569,9832,1974700.0,0.0001689601237916
570,8098,1270600.0,0.0001687869504365
571,4733,573000.0,0.0001681957452959
572,6707,556400.0,0.0001678405050898
573,9869,797300.0,0.0001678085909292
574,4958,1054800.0,0.000166997746415
575,8366,1084300.0,0.0001658443836408
576,9956,1299300.0,0.0001657019815322
577,3148,888600.0,0.0001649368286029
578,5423,1964400.0,0.0001647663282929
579,4095,2855300.0,0.0001642380958492
580,8425,869000.0,0.0001633611559219
581,4547,1017200.0,0.0001633318773338
582,3591,1412300.0,0.0001631778524751
583,6472,12476900.0,0.0001620811670018
584,2296,3954400.0,0.0001617649482585
585,1861,949000.0,0.0001610342950988
586,6135,646400.0,0.0001608763481084
587,4443,2057400.0,0.0001607454063686
588,1942,3120100.0,0.0001605677238112
589,9509,5317200.0,0.000160395674634
590,3593,786600.0,0.0001596613616508
591,8616,6601100.0,0.0001595474262239
592,3167,2919000.0,0.0001593338511654
593,8218,930300.0,0.0001593136534364
594,5703,1531100.0,0.000159213657815
595,7817,1173200.0,0.0001590722424847
596,7419,974400.0,0.0001590154090481
597,9830,1254000.0,0.0001589849813005
598,9069,2885000.0,0.0001589194042582
599,3865,3811300.0,0.0001585294269559
600,4928,497600.0,0.0001584940902983
601,9757,1163800.0,0.0001584518711739
602,3101,2368500.0,0.0001576859937744
603,1662,977300.0,0.0001566809850062
604,4041,729900.0,0.0001563579649868
605,4694,744000.0,0.0001554288319792
606,2146,843500.0,0.0001553539804695
607,2607,1330900.0,0.0001530247713638
608,3186,1222600.0,0.0001530187445213
609,6807,1344600.0,0.0001530044299898
610,3569,1187200.0,0.000152888589706
611,4722,1267700.0,0.0001526462169577
612,7864,1409700.0,0.0001521363398404
613,4553,880800.0,0.0001517169465506
614,9936,398200.0,0.0001517028068912
615,8130,1537200.0,0.0001496714674479
616,4189,964600.0,0.0001488615472577
617,8628,2955300.0,0.0001485798720021
618,4634,1228600.0,0.0001484752297789
619,4680,1632100.0,0.0001482086996974
620,6371,800000.0,0.0001481916246846
621,6622,635100.0,0.0001479494892628
622,7994,1975500.0,0.0001478074681255
623,7327,938300.0,0.0001476742530482
624,2326,322200.0,0.0001475000054787
625,8153,790600.0,0.000147042889776
626,8242,2775400.0,0.0001468153686665
627,3182,866700.0,0.0001467982936538
628,8051,2414300.0,0.0001450537070027
629,6787,662000.0,0.000144499949476
630,6508,980300.0,0.0001442436868856
631,6866,293100.0,0.0001436970991155
632,9948,1122700.0,0.0001430396424259
633,9715,741600.0,0.0001424220940506
634,4044,952700.0,0.0001422650651388
635,8381,3504500.0,0.0001413907857657
636,4569,1186700.0,0.0001401506114785
637,9716,2505600.0,0.000139741604343
638,8511,2371000.0,0.0001388982960702
639,6432,930900.0,0.0001384283210218
640,7965,1609300.0,0.000138097644102
641,6995,1611300.0,0.000137866737968
642,4975,662800.0,0.000137430494501
643,8179,1055700.0,0.0001371407064285
644,2602,747400.0,0.0001370009961013
645,6750,1401600.0,0.0001367312059039
646,1926,1124900.0,0.000136434960054
647,3110,859900.0,0.0001357649125723
648,9810,409300.0,0.0001357371703607
649,8361,1139200.0,0.0001356080273055
650,2678,1363400.0,0.0001355591630408
651,2471,1651100.0,0.0001349819039512
652,8358,5292300.0,0.000134855027988
653,6996,1827700.0,0.0001346943704799
654,9409,1443300.0,0.0001338583880995
655,7581,893800.0,0.00013341380698
656,9412,5085100.0,0.0001333863270765
657,6104,683400.0,0.0001329522070567
658,8584,644300.0,0.0001327897633548
659,8524,8592800.0,0.0001325544104728
660,3962,1154900.0,0.00013163451446
661,8276,1075400.0,0.00013130441212
662,4559,1042900.0,0.0001296158969628
663,6703,2430500.0,0.0001282669772031
664,3762,1014900.0,0.0001277205643051
665,7381,546200.0,0.0001275809476594
666,7630,424600.0,0.0001275520937608
667,8585,16326600.0,0.0001274583498175
668,3433,1560900.0,0.0001272178694353
669,7545,1278200.0,0.0001270879581919
670,2695,629200.0,0.0001269269259578
671,1890,2151500.0,0.0001250989190635
672,4996,2277200.0,0.0001250122511953
673,9787,720400.0,0.0001249880438986
674,6641,1434000.0,0.0001247563883127
675,1766,230300.0,0.0001245587828253
676,4368,517300.0,0.0001240612716645
677,1835,845900.0,0.0001237809579132
678,3244,941600.0,0.0001234946860192
679,8850,820700.0,0.0001234763431837
680,6080,482100.0,0.0001220929298998
681,9678,1006000.0,0.0001220768479108
682,2337,6720900.0,0.0001217272910483
683,7943,827400.0,0.000121487241601
684,9519,1199800.0,0.000121166176402
685,5741,887700.0,0.000121082500096
686,7575,1785100.0,0.0001209636307774
687,9672,437200.0,0.0001209612887402
688,7128,563700.0,0.000120578849675
689,8050,865300.0,0.0001205130540426
690,8771,890000.0,0.0001203957023641
691,7816,797100.0,0.0001203239236073
692,3222,1751200.0,0.0001196507971273
693,8368,5552300.0,0.0001192872130232
694,6289,535600.0,0.0001192511643862
695,7944,426100.0,0.0001192208115838
696,3844,673800.0,0.0001190912813117
697,7734,464500.0,0.0001190861912841
698,8388,883100.0,0.0001184695360057
699,9119,2551800.0,0.0001180938732349
700,7821,633400.0,0.0001180032145353
701,7917,524700.0,0.0001176435275812
702,9247,899600.0,0.000117143455793
703,5911,981100.0,0.0001166655802724
704,7451,579000.0,0.0001160769857226
705,4384,677500.0,0.0001156408983915
